"Probe Set ID","Species Scientific Name","Transcript ID(Array Design)","Representative Public ID","Gene Symbol"
"1771509_at","Saccharomyces cerevisiae","YGL055W","YGL055W.S1","OLE1"
"1771510_at","Saccharomyces cerevisiae","YGR170W","YGR170W.S1","PSD2"
"1771511_at","Schizosaccharomyces pombe","SPCC16C4.09","SPCC16C4.09.S1","---"
"1771512_at","Saccharomyces cerevisiae","YMR225C","YMR225C.S1","MRPL44"
"1771513_at","Saccharomyces cerevisiae","YER089C","YER089C.S1","PTC2"
"1771514_at","Saccharomyces cerevisiae","YOR349W","YOR349W.S1","CIN1"
"1771515_at","Saccharomyces cerevisiae","YML131W","YML131W.S1","---"
"1771516_at","Schizosaccharomyces pombe","SPBC16C6.13c","SPBC16C6.13c.S1","---"
"1771517_at","Schizosaccharomyces pombe","SPBC4F6.05c","SPBC4F6.05c.S1","---"
"1771518_at","Saccharomyces cerevisiae","YOL144W","YOL144W.S1","NOP8"
"1771519_at","Saccharomyces cerevisiae","YAR027W","YAR027W.S1","UIP3"
"1771520_at","Saccharomyces cerevisiae","YNL149C","YNL149C.S1","PGA2"
"1771521_at","Saccharomyces cerevisiae","YOR099W","YOR099W.S1","KTR1"
"1771522_at","Saccharomyces cerevisiae","YLR239C","YLR239C.S1","LIP2"
"1771523_at","Saccharomyces cerevisiae","YDL160C-A","YDL160C-A.S1","---"
"1771524_at","Schizosaccharomyces pombe","SPBC21B10.11","SPBC21B10.11.S1","---"
"1771525_at","Saccharomyces cerevisiae","YNL161W","YNL161W.S1","CBK1"
"1771526_at","Saccharomyces cerevisiae","YPL132W","YPL132W.S1","COX11"
"1771527_at","Saccharomyces cerevisiae","YER088C","YER088C.S1","DOT6"
"1771528_at","Schizosaccharomyces pombe","SPBC15D4.13c","SPBC15D4.13c.S1","---"
"1771529_at","Saccharomyces cerevisiae","YDR380W","YDR380W.S1","ARO10"
"1771530_at","Saccharomyces cerevisiae","YCR093W","YCR093W.S1","CDC39"
"1771531_at","Saccharomyces cerevisiae","YJL139C","YJL139C.S1","YUR1"
"1771532_at","Schizosaccharomyces pombe","SPBC947.03c","SPBC947.03c.S1","---"
"1771533_at","Saccharomyces cerevisiae","YAR031W","YAR031W.S1","PRM9"
"1771534_at","Saccharomyces cerevisiae","YPL193W","YPL193W.S1","RSA1"
"1771535_at","Schizosaccharomyces pombe","SPAC3H1.14","SPAC3H1.14.S1","---"
"1771536_at","Saccharomyces cerevisiae","YER101C","YER101C.S1","AST2"
"1771537_at","Schizosaccharomyces pombe","SPBC16G5.01","SPBC16G5.01.S1","---"
"1771538_at","Schizosaccharomyces pombe","SPBC428.20c","SPBC428.20c.S1","---"
"1771539_at","Saccharomyces cerevisiae","YNL242W","YNL242W.S1","ATG2"
"1771540_at","Saccharomyces cerevisiae","YNL121C","YNL121C.S1","TOM70"
"1771541_at","Schizosaccharomyces pombe","SPAC23C11.03","SPAC23C11.03.S1","---"
"1771542_at","Saccharomyces cerevisiae","YNL113W","YNL113W.S1","RPC19"
"1771543_at","Schizosaccharomyces pombe","SPAC30.02c","SPAC30.02c.S1","---"
"1771544_at","Saccharomyces cerevisiae","YDR395W","YDR395W.S1","SXM1"
"1771545_at","Schizosaccharomyces pombe","SPAC16.01","SPAC16.01.S1","---"
"1771546_at","Saccharomyces cerevisiae","YMR004W","YMR004W.S1","MVP1"
"1771547_at","Schizosaccharomyces pombe","SPBC21C3.09c","SPBC21C3.09c.S1","---"
"1771548_at","Schizosaccharomyces pombe","SPBC354.09c","SPBC354.09c.S1","---"
"1771549_at","Saccharomyces cerevisiae","YNR031C","YNR031C.S1","SSK2"
"1771550_at","Saccharomyces cerevisiae","YAL064W-B","YAL064W-B.S1","---"
"1771551_at","Saccharomyces cerevisiae","YDR520C","YDR520C.S1","---"
"1771552_at","Saccharomyces cerevisiae","YDR217C","YDR217C.S1","RAD9"
"1771553_at","Schizosaccharomyces pombe","SPCC1682.11c","SPCC1682.11c.S1","---"
"1771554_at","Saccharomyces cerevisiae","YOL104C","YOL104C.S1","NDJ1"
"1771555_at","Schizosaccharomyces pombe","SPBC9B6.07","SPBC9B6.07.S1","---"
"1771556_at","Schizosaccharomyces pombe","SPAC1952.03","SPAC1952.03.S1","---"
"1771557_at","Saccharomyces cerevisiae","YIR031C","YIR031C.S1","DAL7"
"1771558_at","Schizosaccharomyces pombe","SPCC962.05","SPCC962.05.S1","---"
"1771559_at","Saccharomyces cerevisiae","YHR122W","YHR122W.S1","---"
"1771560_at","Schizosaccharomyces pombe","SPAC8C9.03","SPAC8C9.03.S1","---"
"1771561_at","Saccharomyces cerevisiae","YPL141C","YPL141C.S1","---"
"1771562_at","Saccharomyces cerevisiae","YDR067C","YDR067C.S1","---"
"1771563_at","Schizosaccharomyces pombe","SPCC970.03","SPCC970.03.S1","---"
"1771564_at","Schizosaccharomyces pombe","SPCC736.02","SPCC736.02.S1","---"
"1771565_at","Saccharomyces cerevisiae","YDR184C","YDR184C.S1","ATC1"
"1771566_at","Saccharomyces cerevisiae","YAR002C-A","YAR002C-A.S1","ERP1"
"1771567_at","Saccharomyces cerevisiae","YDR524C","YDR524C.S1","AGE1"
"1771568_at","Saccharomyces cerevisiae","YBL067C","YBL067C.S1","UBP13"
"1771569_at","Saccharomyces cerevisiae","YDR428C","YDR428C.S1","---"
"1771570_at","Schizosaccharomyces pombe","SPBC27B12.10c","SPBC27B12.10c.S1","---"
"1771571_at","Schizosaccharomyces pombe","SPCC777.09c","SPCC777.09c.S1","---"
"1771572_at","Schizosaccharomyces pombe","SPAC589.12","SPAC589.12.S1","---"
"1771573_at","Schizosaccharomyces pombe","SPBC428.17c","SPBC428.17c.S1","---"
"1771574_at","Saccharomyces cerevisiae","YDR213W","YDR213W.S1","UPC2"
"1771575_at","Saccharomyces cerevisiae","YGR089W","YGR089W.S1","NNF2"
"1771576_at","Schizosaccharomyces pombe","SPAC1952.04c","SPAC1952.04c.S1","---"
"1771577_at","Saccharomyces cerevisiae","YBR015C","YBR015C.S1","MNN2"
"1771578_at","Saccharomyces cerevisiae","YDR036C","YDR036C.S1","EHD3"
"1771579_at","Saccharomyces cerevisiae","YOL127W","YOL127W.S1","RPL25"
"1771580_at","Saccharomyces cerevisiae","YKL161C","YKL161C.S1","---"
"1771581_at","Schizosaccharomyces pombe","SPBC1539.05","SPBC1539.05.S1","---"
"1771582_at","Schizosaccharomyces pombe","SPBC9B6.09c","SPBC9B6.09c.S1","---"
"1771583_at","Schizosaccharomyces pombe","SPAC1006.01","SPAC1006.01.S1","---"
"1771584_at","Schizosaccharomyces pombe","SPAC823.13c","SPAC823.13c.S1","---"
"1771585_at","Saccharomyces cerevisiae","YOR008C","YOR008C.S1","SLG1"
"1771586_at","Schizosaccharomyces pombe","SPAPB17E12.05","SPAPB17E12.05.S1","---"
"1771587_at","Schizosaccharomyces pombe","SPAC18B11.04","SPAC18B11.04.S1","---"
"1771588_at","Saccharomyces cerevisiae","YMR179W","YMR179W.S1","SPT21"
"1771589_at","Schizosaccharomyces pombe","SPBC839.06","SPBC839.06.S1","---"
"1771590_at","Schizosaccharomyces pombe","SPCC24B10.13","SPCC24B10.13.S1","---"
"1771591_at","Saccharomyces cerevisiae","YDR297W","YDR297W.S1","SUR2"
"1771592_at","Schizosaccharomyces pombe","SPBC1773.02c","SPBC1773.02c.S1","---"
"1771593_at","Schizosaccharomyces pombe","SPACUNK12.02c","SPACUNK12.02c.S1","---"
"1771594_at","Schizosaccharomyces pombe","SPAC328.08c","SPAC328.08c.S1","---"
"1771595_at","Schizosaccharomyces pombe","SPAPB1E7.06c","SPAPB1E7.06c.S1","---"
"1771596_at","Saccharomyces cerevisiae","YOR298C-A","YOR298C-A.S1","MBF1"
"1771597_at","Schizosaccharomyces pombe","SPAPB18E9.05c","SPAPB18E9.05c.S1","---"
"1771598_at","Saccharomyces cerevisiae","YOR061W","YOR061W.S1","CKA2"
"1771599_at","Saccharomyces cerevisiae","YIL112W","YIL112W.S1","HOS4"
"1771600_at","Schizosaccharomyces pombe","SPBC12C2.04","SPBC12C2.04.S1","---"
"1771601_at","Schizosaccharomyces pombe","SPBC1703.08c","SPBC1703.08c.S1","---"
"1771602_at","Saccharomyces cerevisiae","YGL172W","YGL172W.S1","NUP49"
"1771603_s_at","Schizosaccharomyces pombe","SPCC794.02","SPCC794.02.S1","---"
"1771604_at","Schizosaccharomyces pombe","SPBC1861.02","SPBC1861.02.S1","---"
"1771605_at","Schizosaccharomyces pombe","SPAC630.10","SPAC630.10.S1","---"
"1771607_at","Schizosaccharomyces pombe","SPAC17H9.03c","SPAC17H9.03c.S1","---"
"1771608_at","Schizosaccharomyces pombe","SPAC3G6.11","SPAC3G6.11.S1","---"
"1771609_at","Saccharomyces cerevisiae","YFR025C","YFR025C.S1","HIS2"
"1771610_at","Schizosaccharomyces pombe","SPBC646.15c","SPBC646.15c.S1","---"
"1771611_at","Saccharomyces cerevisiae","YIR004W","YIR004W.S1","DJP1"
"1771612_at","Saccharomyces cerevisiae","YPL138C","YPL138C.S1","SPP1"
"1771613_at","Schizosaccharomyces pombe","SPCC162.02c","SPCC162.02c.S1","---"
"1771614_at","Saccharomyces cerevisiae","YDR306C","YDR306C.S1","---"
"1771615_at","Saccharomyces cerevisiae","YKL183C-A","YKL183C-A.S1","---"
"1771616_at","Schizosaccharomyces pombe","SPAC20G8.01","SPAC20G8.01.S1","---"
"1771617_at","Schizosaccharomyces pombe","SPAC26A3.12c","SPAC26A3.12c.S1","---"
"1771618_at","Schizosaccharomyces pombe","SPBC83.05","SPBC83.05.S1","---"
"1771619_at","Saccharomyces cerevisiae","YGL047W","YGL047W.S1","ALG13"
"1771620_at","Saccharomyces cerevisiae","YPR162C","YPR162C.S1","ORC4"
"1771621_at","Schizosaccharomyces pombe","SPAC1B3.16c","SPAC1B3.16c.S1","---"
"1771622_at","Schizosaccharomyces pombe","SPBC83.17","SPBC83.17.S1","---"
"1771623_at","Schizosaccharomyces pombe","SPAC1D4.09c","SPAC1D4.09c.S1","---"
"1771624_at","Saccharomyces cerevisiae","YDR453C","YDR453C.S1","TSA2"
"1771625_at","Schizosaccharomyces pombe","SPBC8D2.14c","SPBC8D2.14c.S1","---"
"1771626_at","Saccharomyces cerevisiae","YKR081C","YKR081C.S1","RPF2"
"1771627_at","Saccharomyces cerevisiae","YGR295C","YGR295C.S1","COS6"
"1771628_at","Schizosaccharomyces pombe","SPCC794.03","SPCC794.03.S1","---"
"1771629_at","Saccharomyces cerevisiae","YOR213C","YOR213C.S1","SAS5"
"1771630_at","Saccharomyces cerevisiae","YDR272W","YDR272W.S1","GLO2"
"1771631_at","Schizosaccharomyces pombe","SPCC825.01","SPCC825.01.S1","---"
"1771632_at","Saccharomyces cerevisiae","YDR273W","YDR273W.S1","DON1"
"1771633_at","Saccharomyces cerevisiae","YPR191W","YPR191W.S1","QCR2"
"1771634_at","Saccharomyces cerevisiae","YJR046W","YJR046W.S1","TAH11"
"1771635_at","Schizosaccharomyces pombe","SPCC16A11.16c","SPCC16A11.16c.S1","---"
"1771636_at","Saccharomyces cerevisiae","YNL212W","YNL212W.S1","VID27"
"1771637_at","Schizosaccharomyces pombe","SPBC16G5.11c","SPBC16G5.11c.S1","---"
"1771638_at","Saccharomyces cerevisiae","YDR237W","YDR237W.S1","MRPL7"
"1771639_at","Saccharomyces cerevisiae","YLR410W","YLR410W.S1","VIP1"
"1771640_at","Schizosaccharomyces pombe","SPAC12G12.12","SPAC12G12.12.S1","---"
"1771641_at","Schizosaccharomyces pombe","SPAC16A10.08c","SPAC16A10.08c.S1","---"
"1771642_at","Schizosaccharomyces pombe","SPBC21B10.06c","SPBC21B10.06c.S1","---"
"1771643_at","Saccharomyces cerevisiae","YGR223C","YGR223C.S1","HSV2"
"1771644_at","Saccharomyces cerevisiae","YOL133W","YOL133W.S1","HRT1"
"1771645_at","Saccharomyces cerevisiae","YPR151C","YPR151C.S1","SUE1"
"1771646_at","Schizosaccharomyces pombe","SPCC24B10.07","SPCC24B10.07.S1","---"
"1771647_at","Schizosaccharomyces pombe","SPBP19A11.01","SPBP19A11.01.S1","---"
"1771648_at","Saccharomyces cerevisiae","YML032C","YML032C.S1","RAD52"
"1771649_at","Saccharomyces cerevisiae","YGL242C","YGL242C.S1","---"
"1771650_at","Saccharomyces cerevisiae","YBR267W","YBR267W.S1","REI1"
"1771651_at","Saccharomyces cerevisiae","YER100W","YER100W.S1","UBC6"
"1771652_at","Saccharomyces cerevisiae","YML096W","YML096W.S1","---"
"1771653_at","Schizosaccharomyces pombe","SPBC25B2.01","SPBC25B2.01.S1","---"
"1771654_at","Schizosaccharomyces pombe","SPAC16A10.05c","SPAC16A10.05c.S1","---"
"1771655_at","Saccharomyces cerevisiae","YDR227W","YDR227W.S1","SIR4"
"1771656_at","Schizosaccharomyces pombe","SPAC17H9.05","SPAC17H9.05.S1","---"
"1771657_at","Saccharomyces cerevisiae","YDR525W-A","YDR525W-A.S1","SNA2"
"1771658_at","Saccharomyces cerevisiae","YMR309C","YMR309C.S1","NIP1"
"1771659_at","Schizosaccharomyces pombe","SPAC227.03c","SPAC227.03c.S1","---"
"1771660_s_at","Schizosaccharomyces pombe","SPAC1420.03","SPAC1420.03.S1","---"
"1771661_at","Schizosaccharomyces pombe","SPCC553.12c","SPCC553.12c.S1","---"
"1771662_at","Schizosaccharomyces pombe","SPBP4H10.07","SPBP4H10.07.S1","---"
"1771663_at","Schizosaccharomyces pombe","SPBC16G5.17","SPBC16G5.17.S1","---"
"1771664_at","Saccharomyces cerevisiae","YMR315W","YMR315W.S1","---"
"1771665_at","Schizosaccharomyces pombe","SPCC965.13","SPCC965.13.S1","---"
"1771666_at","Schizosaccharomyces pombe","SPCC584.04","SPCC584.04.S1","---"
"1771667_at","Schizosaccharomyces pombe","SPAC823.03","SPAC823.03.S1","---"
"1771668_at","Schizosaccharomyces pombe","SPAC1834.08","SPAC1834.08.S1","---"
"1771669_at","Schizosaccharomyces pombe","SPBC365.15","SPBC365.15.S1","---"
"1771670_at","Saccharomyces cerevisiae","YDR506C","YDR506C.S1","---"
"1771671_at","Saccharomyces cerevisiae","YDL159W-A","YDL159W-A.S1","---"
"1771672_at","Schizosaccharomyces pombe","SPBC2G5.06c","SPBC2G5.06c.S1","---"
"1771673_at","Schizosaccharomyces pombe","SPCC18B5.07c","SPCC18B5.07c.S1","---"
"1771674_at","Schizosaccharomyces pombe","SPAC4F8.06","SPAC4F8.06.S1","---"
"1771675_at","Saccharomyces cerevisiae","YFR002W","YFR002W.S1","NIC96"
"1771676_at","Schizosaccharomyces pombe","SPBC16D10.07c","SPBC16D10.07c.S1","---"
"1771677_at","Saccharomyces cerevisiae","YHR060W","YHR060W.S1","VMA22"
"1771678_at","Saccharomyces cerevisiae","YDL133W","YDL133W.S1","---"
"1771679_at","Saccharomyces cerevisiae","YIL090W","YIL090W.S1","ICE2"
"1771680_at","Schizosaccharomyces pombe","SPBC3H7.14","SPBC3H7.14.S1","---"
"1771681_at","Schizosaccharomyces pombe","SPAC1486.05","SPAC1486.05.S1","---"
"1771682_at","Saccharomyces cerevisiae","YOR344C","YOR344C.S1","TYE7"
"1771683_at","Schizosaccharomyces pombe","SPBC19G7.16","SPBC19G7.16.S1","---"
"1771684_at","Schizosaccharomyces pombe","SPBC215.05","SPBC215.05.S1","---"
"1771685_at","Saccharomyces cerevisiae","YLR077W","YLR077W.S1","---"
"1771686_at","Saccharomyces cerevisiae","YIR006C","YIR006C.S1","PAN1"
"1771687_at","Saccharomyces cerevisiae","YGR204W","YGR204W.S1","ADE3"
"1771688_at","Schizosaccharomyces pombe","SPBC3B9.19","SPBC3B9.19.S1","---"
"1771689_at","Schizosaccharomyces pombe","SPAPB1E7.11c","SPAPB1E7.11c.S1","---"
"1771690_at","Schizosaccharomyces pombe","SPAC25H1.07","SPAC25H1.07.S1","---"
"1771691_at","Saccharomyces cerevisiae","YHL048C-A","YHL048C-A.S1","---"
"1771692_at","Saccharomyces cerevisiae","YGR087C","YGR087C.S1","PDC6"
"1771693_at","Saccharomyces cerevisiae","YHL006C","YHL006C.S1","SHU1"
"1771694_at","Schizosaccharomyces pombe","SPAC17G8.10c","SPAC17G8.10c.S1","---"
"1771695_at","Saccharomyces cerevisiae","YPR001W","YPR001W.S1","CIT3"
"1771696_at","Saccharomyces cerevisiae","YOL148C","YOL148C.S1","SPT20"
"1771697_at","Schizosaccharomyces pombe","SPBC21H7.03c","SPBC21H7.03c.S1","---"
"1771698_at","Schizosaccharomyces pombe","SPAC24H6.13","SPAC24H6.13.S1","---"
"1771699_at","Schizosaccharomyces pombe","SPBC16C6.06","SPBC16C6.06.S1","---"
"1771700_at","Saccharomyces cerevisiae","YNR047W","YNR047W.S1","---"
"1771701_at","Schizosaccharomyces pombe","SPAC977.14c","SPAC977.14c.S1","---"
"1771702_at","Saccharomyces cerevisiae","YJR152W","YJR152W.S1","DAL5"
"1771703_at","Saccharomyces cerevisiae","YDL182W","YDL182W.S1","LYS20"
"1771704_at","Schizosaccharomyces pombe","SPBC1711.14","SPBC1711.14.S1","---"
"1771705_at","Saccharomyces cerevisiae","YER150W","YER150W.S1","SPI1"
"1771706_at","Saccharomyces cerevisiae","YBR154C","YBR154C.S1","RPB5"
"1771708_at","Saccharomyces cerevisiae","YDR081C","YDR081C.S1","PDC2"
"1771709_at","Schizosaccharomyces pombe","SPAC1039.06","SPAC1039.06.S1","---"
"1771710_at","Saccharomyces cerevisiae","YDR083W","YDR083W.S1","RRP8"
"1771711_at","Saccharomyces cerevisiae","YAR008W","YAR008W.S1","SEN34"
"1771712_at","Saccharomyces cerevisiae","YER066W","YER066W.S1","---"
"1771713_at","Saccharomyces cerevisiae","YBR257W","YBR257W.S1","POP4"
"1771714_at","Saccharomyces cerevisiae","YGL190C","YGL190C.S1","CDC55"
"1771715_at","Schizosaccharomyces pombe","SPBC21C3.14c","SPBC21C3.14c.S1","---"
"1771716_s_at","Saccharomyces cerevisiae","YDL243C","YDL243C.S1","AAD16 /// AAD4"
"1771717_at","Schizosaccharomyces pombe","SPCC548.02c","SPCC548.02c.S1","---"
"1771718_at","Schizosaccharomyces pombe","SPCC1840.08c","SPCC1840.08c.S1","---"
"1771719_at","Saccharomyces cerevisiae","YMR180C","YMR180C.S1","CTL1"
"1771720_at","Schizosaccharomyces pombe","SPCC338.02","SPCC338.02.S1","---"
"1771721_at","Schizosaccharomyces pombe","SPBC776.17","SPBC776.17.S1","---"
"1771722_at","Saccharomyces cerevisiae","YDL230W","YDL230W.S1","PTP1"
"1771723_at","Schizosaccharomyces pombe","SPBC28E12.06c","SPBC28E12.06c.S1","---"
"1771724_at","Saccharomyces cerevisiae","YAL053W","YAL053W.S1","FLC2"
"1771725_at","Saccharomyces cerevisiae","YLR243W","YLR243W.S1","---"
"1771726_at","Saccharomyces cerevisiae","YJR010C-A","YJR010C-A.S1","SPC1"
"1771727_at","Schizosaccharomyces pombe","SPAC1002.08c","SPAC1002.08c.S1","---"
"1771728_at","Schizosaccharomyces pombe","SPAC3G6.09c","SPAC3G6.09c.S1","---"
"1771729_at","Saccharomyces cerevisiae","YDR186C","YDR186C.S1","---"
"1771730_at","Schizosaccharomyces pombe","SPAPB17E12.12c","SPAPB17E12.12c.S1","---"
"1771731_at","Saccharomyces cerevisiae","YLR436C","YLR436C.S1","ECM30"
"1771732_at","Schizosaccharomyces pombe","SPCC23B6.02c","SPCC23B6.02c.S1","---"
"1771733_at","Saccharomyces cerevisiae","YGR084C","YGR084C.S1","MRP13"
"1771734_at","Saccharomyces cerevisiae","YKL011C","YKL011C.S1","CCE1"
"1771735_at","Saccharomyces cerevisiae","YCR024C-A","YCR024C-A.S1","PMP1"
"1771736_at","Saccharomyces cerevisiae","YDL095W","YDL095W.S1","PMT1"
"1771737_at","Saccharomyces cerevisiae","YNL153C","YNL153C.S1","GIM3"
"1771738_at","Saccharomyces cerevisiae","YNL270C","YNL270C.S1","ALP1"
"1771739_at","Schizosaccharomyces pombe","SPBC16G5.14c","SPBC16G5.14c.S1","---"
"1771740_at","Schizosaccharomyces pombe","SPBC56F2.07c","SPBC56F2.07c.S1","---"
"1771741_at","Schizosaccharomyces pombe","SPAC1639.02c","SPAC1639.02c.S1","---"
"1771742_at","Schizosaccharomyces pombe","SPAC5H10.01","SPAC5H10.01.S1","---"
"1771743_at","Saccharomyces cerevisiae","YJL208C","YJL208C.S1","NUC1"
"1771744_at","Saccharomyces cerevisiae","YKR052C","YKR052C.S1","MRS4"
"1771745_at","Saccharomyces cerevisiae","YFL004W","YFL004W.S1","VTC2"
"1771746_at","Schizosaccharomyces pombe","SPBC800.12c","SPBC800.12c.S1","---"
"1771747_at","Schizosaccharomyces pombe","SPAPB24D3.06c","SPAPB24D3.06c.S1","---"
"1771748_at","Saccharomyces cerevisiae","YNL240C","YNL240C.S1","NAR1"
"1771750_at","Schizosaccharomyces pombe","SPBPB10D8.01","SPBPB10D8.01.S1","---"
"1771751_at","Saccharomyces cerevisiae","YBR175W","YBR175W.S1","SWD3"
"1771752_at","Saccharomyces cerevisiae","YCL027W","YCL027W.S1","FUS1"
"1771753_at","Schizosaccharomyces pombe","SPAC16A10.02","SPAC16A10.02.S1","---"
"1771754_at","Schizosaccharomyces pombe","SPBC1773.06c","SPBC1773.06c.S1","---"
"1771756_at","Schizosaccharomyces pombe","SPCC1919.07","SPCC1919.07.S1","---"
"1771757_at","Saccharomyces cerevisiae","YER024W","YER024W.S1","YAT2"
"1771758_at","Saccharomyces cerevisiae","YCR095C","YCR095C.S1","---"
"1771759_at","Schizosaccharomyces pombe","SPBC25B2.05","SPBC25B2.05.S1","---"
"1771760_at","Schizosaccharomyces pombe","SPAC6G9.13c","SPAC6G9.13c.S1","---"
"1771761_at","Schizosaccharomyces pombe","SPAC3C7.07c","SPAC3C7.07c.S1","---"
"1771762_at","Saccharomyces cerevisiae","YMR187C","YMR187C.S1","---"
"1771763_at","Saccharomyces cerevisiae","YER163C","YER163C.S1","---"
"1771764_at","Saccharomyces cerevisiae","YOR101W","YOR101W.S1","RAS1"
"1771765_at","Schizosaccharomyces pombe","SPAC12G12.13c","SPAC12G12.13c.S1","---"
"1771766_at","Saccharomyces cerevisiae","YLR244C","YLR244C.S1","MAP1"
"1771767_at","Schizosaccharomyces pombe","SPCC1259.05c","SPCC1259.05c.S1","---"
"1771768_at","Schizosaccharomyces pombe","SPAC15A10.08","SPAC15A10.08.S1","---"
"1771769_at","Schizosaccharomyces pombe","SPAC1687.19c","SPAC1687.19c.S1","---"
"1771770_at","Schizosaccharomyces pombe","SPAC17G6.08","SPAC17G6.08.S1","---"
"1771771_at","Schizosaccharomyces pombe","SPBC354.01","SPBC354.01.S1","---"
"1771772_at","Saccharomyces cerevisiae","YGL119W","YGL119W.S1","ABC1"
"1771773_at","Saccharomyces cerevisiae","YNR037C","YNR037C.S1","RSM19"
"1771774_at","Schizosaccharomyces pombe","SPAC823.15","SPAC823.15.S1","---"
"1771775_at","Saccharomyces cerevisiae","YOL047C","YOL047C.S1","---"
"1771776_at","Saccharomyces cerevisiae","YPR025C","YPR025C.S1","CCL1"
"1771777_at","Schizosaccharomyces pombe","SPAC6B12.16","SPAC6B12.16.S1","---"
"1771778_at","Saccharomyces cerevisiae","YJR143C","YJR143C.S1","PMT4"
"1771779_at","Schizosaccharomyces pombe","SPAC22E12.01","SPAC22E12.01.S1","---"
"1771780_at","Schizosaccharomyces pombe","SPBC4B4.01c","SPBC4B4.01c.S1","---"
"1771781_at","Saccharomyces cerevisiae","YLR172C","YLR172C.S1","DPH5"
"1771782_at","Saccharomyces cerevisiae","YDL130W-A","YDL130W-A.S1","STF1"
"1771783_at","Schizosaccharomyces pombe","SPBC216.02","SPBC216.02.S1","---"
"1771784_at","Schizosaccharomyces pombe","SPBC21D10.05c","SPBC21D10.05c.S1","---"
"1771785_at","Schizosaccharomyces pombe","SPBC31F10.15c","SPBC31F10.15c.S1","---"
"1771786_at","Schizosaccharomyces pombe","SPAC6C3.07","SPAC6C3.07.S1","---"
"1771787_at","Saccharomyces cerevisiae","YBR165W","YBR165W.S1","UBS1"
"1771788_at","Saccharomyces cerevisiae","YAL007C","YAL007C.S1","ERP2"
"1771789_at","Saccharomyces cerevisiae","YGR211W","YGR211W.S1","ZPR1"
"1771790_at","Schizosaccharomyces pombe","SPAC27F1.10","SPAC27F1.10.S1","---"
"1771791_s_at","Saccharomyces cerevisiae","YBL101W-A","YBL101W-A.S1","---"
"1771792_at","Saccharomyces cerevisiae","YLR120C","YLR120C.S1","YPS1"
"1771793_at","Schizosaccharomyces pombe","SPBC4B4.10c","SPBC4B4.10c.S1","---"
"1771794_at","Saccharomyces cerevisiae","YEL030W","YEL030W.S1","ECM10"
"1771795_at","Saccharomyces cerevisiae","YDL145C","YDL145C.S1","COP1"
"1771796_at","Schizosaccharomyces pombe","SPBC1709.08","SPBC1709.08.S1","---"
"1771797_at","Schizosaccharomyces pombe","SPBC1734.16c","SPBC1734.16c.S1","---"
"1771798_at","Schizosaccharomyces pombe","SPAC11H11.06","SPAC11H11.06.S1","---"
"1771799_at","Saccharomyces cerevisiae","YDR159W","YDR159W.S1","SAC3"
"1771800_at","Saccharomyces cerevisiae","YPL260W","YPL260W.S1","---"
"1771801_at","Saccharomyces cerevisiae","YLR356W","YLR356W.S1","---"
"1771802_at","Saccharomyces cerevisiae","YER054C","YER054C.S1","GIP2"
"1771803_at","Saccharomyces cerevisiae","YMR023C","YMR023C.S1","MSS1"
